RepDate,SPName,Capacity,Enrollment,Waitlist,Vacancy
28/2/2019,(DAC) MINDS Training & Development Centre @ Napiri,50,58,10,-8
28/2/2019,(DAC) MINDS Training & Development Centre @ Tampines,48,55,7,-7
28/2/2019,(DAC) MINDS Training & Development Centre @ Yishun,61,54,1,7
28/2/2019,(DAC) Red Cross Day Activity Centre,50,7,6,43
28/2/2019,(DAC) Singapore Cheshire Home,50,27,0,23
28/2/2019,(DAC) SPD Day Activity Centre,91,83,10,8
28/2/2019,(DAC) St Andrew's Autism Centre (Siglap),97,90,16,7
28/2/2019,(DAC) SUN-DAC @ Bedok,50,46,1,4
28/2/2019,(DAC) SUN-DAC @ Choa Chu Kang,50,49,2,1
28/2/2019,(DAC) TOUCH Centre for Independent Living - Bukit Merah,42,22,0,20
28/2/2019,(DAC) TOUCH Centre for Independent Living - Ubi,50,38,3,12
31/3/2019,(DAC) Metta Home @ Hougang,40,33,3,7
31/3/2019,(DAC) THK Day Activity Centre @ Chai Chee,50,21,5,29
31/3/2019,(DAC) THK Autism Centre @ Geylang Bahru,66,27,6,39
31/3/2019,(DAC) Bishan Home for the Intellectually Disabled,50,25,1,25
31/3/2019,(DAC) BizLink Day Activity Centre,40,35,5,5
31/3/2019,(DAC) Blue Cross Thong Kheng ASD Day Activity Centre,60,21,8,39
31/3/2019,(DAC) Blue Cross Thong Kheng Home,50,31,3,19
31/3/2019,(DAC) Emmanuel Activity Centre @ Tampines,50,53,4,-3
31/3/2019,(DAC) Emmanuel Activity Centre @ Toa Payoh,83,50,14,33
31/3/2019,(DAC) Cerebral Palsy Alliance Singapore,50,50,18,0
31/3/2019,(DAC) Eden Centre for Adults @ Clementi,40,43,11,-3
31/3/2019,(DAC) Eden Centre for Adults @ Hougang,40,41,5,-1
31/3/2019,(DAC) Metta Home @ Woodlands,50,28,0,22
31/3/2019,(DAC) MINDS Training & Development Centre @ Ang Mo Kio,55,48,2,7
31/3/2019,(DAC) MINDS Training & Development Centre @ Clementi,55,48,2,7
31/3/2019,(DAC) MINDS Training & Development Centre @ Eunos,100,70,2,30
31/3/2019,(DAC) MINDS Training & Development Centre @ Faber,41,41,1,0
31/3/2019,(DAC) MINDS Training & Development Centre @ Jurong,53,43,5,10
31/3/2019,(DAC) MINDS Training & Development Centre @ Napiri,50,58,9,-8
31/3/2019,(DAC) MINDS Training & Development Centre @ Tampines,48,56,6,-8
31/3/2019,(DAC) MINDS Training & Development Centre @ Yishun,61,55,0,6
31/3/2019,(DAC) Red Cross Day Activity Centre,50,7,6,43
31/3/2019,(DAC) Singapore Cheshire Home,50,26,0,24
31/3/2019,(DAC) SPD Day Activity Centre,91,85,9,6
31/3/2019,(DAC) St Andrew's Autism Centre (Siglap),97,65,16,32
31/3/2019,(DAC) SUN-DAC @ Bedok,50,47,0,3
31/3/2019,(DAC) SUN-DAC @ Choa Chu Kang,50,51,3,-1
31/3/2019,(DAC) SUN-DAC @ Upper Thomson,120,32,8,88
31/3/2019,(DAC) TOUCH Centre for Independent Living - Bukit Merah,42,22,0,20
31/3/2019,(DAC) TOUCH Centre for Independent Living - Ubi,50,38,2,12
30/4/2019,(DAC) BizLink Day Activity Centre,40,34,5,6
30/4/2019,(DAC) Metta Home @ Hougang,40,33,3,7
30/4/2019,(DAC) Bishan Home for the Intellectually Disabled,50,25,1,25
30/4/2019,(DAC) Blue Cross Thong Kheng ASD Day Activity Centre,60,21,5,39
30/4/2019,(DAC) Blue Cross Thong Kheng Home,50,32,2,18
30/4/2019,(DAC) Emmanuel Activity Centre @ Tampines,50,55,2,-5
30/4/2019,(DAC) Emmanuel Activity Centre @ Toa Payoh,83,50,14,33
30/4/2019,(DAC) Cerebral Palsy Alliance Singapore,50,50,19,0
30/4/2019,(DAC) Eden Centre for Adults @ Clementi,40,44,10,-4
30/4/2019,(DAC) Eden Centre for Adults @ Hougang,40,43,3,-3
30/4/2019,(DAC) Metta Home @ Woodlands,50,28,0,22
30/4/2019,(DAC) MINDS Training & Development Centre @ Ang Mo Kio,55,48,2,7
30/4/2019,(DAC) MINDS Training & Development Centre @ Clementi,55,49,1,6
30/4/2019,(DAC) MINDS Training & Development Centre @ Eunos,100,69,2,31
30/4/2019,(DAC) MINDS Training & Development Centre @ Faber,41,40,1,1
30/4/2019,(DAC) MINDS Training & Development Centre @ Jurong,53,43,6,10
30/4/2019,(DAC) MINDS Training & Development Centre @ Napiri,50,58,9,-8
30/4/2019,(DAC) MINDS Training & Development Centre @ Tampines,48,54,9,-6
30/4/2019,(DAC) MINDS Training & Development Centre @ Yishun,61,54,1,7
30/4/2019,(DAC) Red Cross Day Activity Centre,50,9,4,41
30/4/2019,(DAC) Singapore Cheshire Home,50,26,1,24
30/4/2019,(DAC) SPD Day Activity Centre,91,85,10,6
30/4/2019,(DAC) St Andrew's Autism Centre (Sengkang),50,25,0,25
30/4/2019,(DAC) St Andrew's Autism Centre (Siglap),97,65,14,32
30/4/2019,(DAC) SUN-DAC @ Bedok,50,44,0,6
30/4/2019,(DAC) SUN-DAC @ Choa Chu Kang,50,47,3,3
30/4/2019,(DAC) SUN-DAC @ Upper Thomson,120,32,6,88
30/4/2019,(DAC) THK Day Activity Centre @ Chai Chee,50,21,5,29
30/4/2019,(DAC) THK Autism Centre @ Geylang Bahru,66,26,3,40
30/4/2019,(DAC) TOUCH Centre for Independent Living - Bukit Merah,42,22,1,20
30/4/2019,(DAC) TOUCH Centre for Independent Living - Ubi,50,38,3,12
31/5/2019,(DAC) Metta Home @ Hougang,40,32,3,8
31/5/2019,(DAC) THK Day Activity Centre @ Chai Chee,50,21,5,29
31/5/2019,(DAC) Bishan Home for the Intellectually Disabled,50,25,2,25
31/5/2019,(DAC) BizLink Day Activity Centre,40,35,5,5
31/5/2019,(DAC) Blue Cross Thong Kheng ASD Day Activity Centre,60,21,5,39
31/5/2019,(DAC) Blue Cross Thong Kheng Home,50,31,3,19
31/5/2019,(DAC) Emmanuel Activity Centre @ Tampines,50,55,2,-5
31/5/2019,(DAC) Emmanuel Activity Centre @ Toa Payoh,83,50,13,33
31/5/2019,(DAC) Cerebral Palsy Alliance Singapore,50,50,21,0
31/5/2019,(DAC) Eden Centre for Adults @ Clementi,40,44,9,-4
31/5/2019,(DAC) Eden Centre for Adults @ Hougang,40,43,3,-3
31/5/2019,(DAC) Metta Home @ Woodlands,50,28,1,22
31/5/2019,(DAC) MINDS Training & Development Centre @ Ang Mo Kio,55,50,2,5
31/5/2019,(DAC) MINDS Training & Development Centre @ Clementi,55,49,1,6
31/5/2019,(DAC) MINDS Training & Development Centre @ Eunos,100,69,2,31
31/5/2019,(DAC) MINDS Training & Development Centre @ Faber,41,40,1,1
31/5/2019,(DAC) MINDS Training & Development Centre @ Jurong,53,46,3,7
31/5/2019,(DAC) MINDS Training & Development Centre @ Napiri,50,57,10,-7
31/5/2019,(DAC) MINDS Training & Development Centre @ Tampines,48,53,10,-5
31/5/2019,(DAC) MINDS Training & Development Centre @ Yishun,61,53,1,8
31/5/2019,(DAC) Red Cross Day Activity Centre,50,9,1,41
31/5/2019,(DAC) Singapore Cheshire Home,50,25,1,25
31/5/2019,(DAC) SPD Day Activity Centre,91,85,9,6
31/5/2019,(DAC) St Andrew's Autism Centre (Sengkang),50,25,0,25
31/5/2019,(DAC) St Andrew's Autism Centre (Siglap),97,65,14,32
31/5/2019,(DAC) SUN-DAC @ Bedok,50,43,0,7
31/5/2019,(DAC) SUN-DAC @ Choa Chu Kang,50,47,3,3
31/5/2019,(DAC) SUN-DAC @ Upper Thomson,120,33,3,87
31/5/2019,(DAC) THK Autism Centre @ Geylang Bahru,66,26,3,40
31/5/2019,(DAC) TOUCH Centre for Independent Living - Bukit Merah,42,22,0,20
31/5/2019,(DAC) TOUCH Centre for Independent Living - Ubi,50,39,0,11
30/6/2019,(DAC) BizLink Day Activity Centre,40,35,5,5
30/6/2019,(DAC) MINDS Training & Development Centre @ Napiri,50,57,11,-7
30/6/2019,(DAC) THK Autism Centre @ Geylang Bahru,66,25,3,41
30/6/2019,(DAC) Blue Cross Thong Kheng ASD Day Activity Centre,60,21,11,39
30/6/2019,(DAC) Eden Centre for Adults @ Hougang,40,42,3,-2
30/6/2019,(DAC) MINDS Training & Development Centre @ Clementi,55,49,0,6
30/6/2019,(DAC) MINDS Training & Development Centre @ Tampines,48,54,9,-6
30/6/2019,(DAC) St Andrew's Autism Centre (Sengkang),50,25,0,25
30/6/2019,(DAC) St Andrew's Autism Centre (Siglap),97,64,14,33
30/6/2019,(DAC) SUN-DAC @ Bedok,50,42,1,8
30/6/2019,(DAC) SUN-DAC @ Choa Chu Kang,50,47,3,3
30/6/2019,(DAC) TOUCH Centre for Independent Living - Bukit Merah,42,22,0,20
30/6/2019,(DAC) TOUCH Centre for Independent Living - Ubi,50,39,0,11
31/7/2019,(DAC) Metta Home @ Hougang,40,32,2,8
31/7/2019,(DAC) Bishan Home for the Intellectually Disabled,50,24,1,26
31/7/2019,(DAC) Blue Cross Thong Kheng Home,50,31,4,19
31/7/2019,(DAC) Eden Centre for Adults @ Clementi,40,44,9,-4
31/7/2019,(DAC) Metta Home @ Woodlands,50,28,2,22
31/7/2019,(DAC) MINDS Training & Development Centre @ Ang Mo Kio,55,51,1,4
31/7/2019,(DAC) MINDS Training & Development Centre @ Clementi,55,48,0,7
31/7/2019,(DAC) MINDS Training & Development Centre @ Eunos,100,69,2,31
31/7/2019,(DAC) MINDS Training & Development Centre @ Tampines,47,53,6,-6
31/7/2019,(DAC) MINDS Training & Development Centre @ Yishun,61,53,0,8
31/7/2019,(DAC) SPD Day Activity Centre,91,86,5,5
31/7/2019,(DAC) St Andrew's Autism Centre (Sengkang),50,25,5,25
31/7/2019,(DAC) SUN-DAC @ Bedok,50,42,3,8
31/7/2019,(DAC) SUN-DAC @ Upper Thomson,120,33,3,87
31/8/2019,(DAC) BizLink Day Activity Centre,40,36,4,4
31/8/2019,(DAC) Emmanuel Activity Centre @ Tampines,50,54,3,-4
31/8/2019,(DAC) Emmanuel Activity Centre @ Toa Payoh,83,50,14,33
31/8/2019,(DAC) Eden Centre for Adults @ Clementi,40,45,10,-5
31/8/2019,(DAC) Metta Home @ Hougang,40,32,1,8
31/8/2019,(DAC) Metta Home @ Woodlands,50,28,2,22
31/8/2019,(DAC) MINDS Training & Development Centre @ Ang Mo Kio,55,51,1,4
31/8/2019,(DAC) MINDS Training & Development Centre @ Jurong,53,44,2,9
31/8/2019,(DAC) MINDS Training & Development Centre @ Tampines,47,54,5,-7
31/8/2019,(DAC) MINDS Training & Development Centre @ Yishun,61,53,3,8
31/8/2019,(DAC) TOUCH Centre for Independent Living - Bukit Merah,42,22,1,20
30/9/2019,(DAC) THK Day Activity Centre @ Chai Chee,50,19,4,31
30/9/2019,(DAC) THK Autism Centre @ Geylang Bahru,66,23,9,43
30/9/2019,(DAC) Bishan Home for the Intellectually Disabled,50,24,1,26
30/9/2019,(DAC) BizLink Day Activity Centre,40,34,5,6
30/9/2019,(DAC) Emmanuel Activity Centre @ Tampines,50,52,3,-2
30/9/2019,(DAC) Emmanuel Activity Centre @ Toa Payoh,83,53,14,30
30/9/2019,(DAC) Metta Home @ Hougang,40,32,1,8
30/9/2019,(DAC) Metta Home @ Woodlands,50,28,2,22
30/9/2019,(DAC) MINDS Training & Development Centre @ Clementi,55,48,1,7
30/9/2019,(DAC) MINDS Training & Development Centre @ Eunos,100,67,6,33
30/9/2019,(DAC) MINDS Training & Development Centre @ Napiri,50,59,11,-9
30/9/2019,(DAC) Red Cross Day Activity Centre,50,10,5,40
30/9/2019,(DAC) SPD Day Activity Centre,91,87,3,4
30/9/2019,(DAC) St Andrew's Autism Centre (Sengkang),50,25,11,25
30/9/2019,(DAC) SUN-DAC @ Bedok,50,42,4,8
30/9/2019,(DAC) TOUCH Centre for Independent Living - Ubi,50,38,0,12
31/1/2020,(DAC) THK Autism Centre @ Geylang Bahru,66,23,8,43
31/1/2020,(DAC) Bishan Home for the Intellectually Disabled,50,25,1,25
31/1/2020,(DAC) BizLink Day Activity Centre,40,36,6,4
31/1/2020,(DAC) Blue Cross Thong Kheng ASD Day Activity Centre,60,41,7,19
31/1/2020,(DAC) Emmanuel Activity Centre @ Tampines,50,47,4,3
31/1/2020,(DAC) Eden Centre for Adults @ Clementi,40,44,9,-4
31/1/2020,(DAC) MINDS Training & Development Centre @ Ang Mo Kio,55,50,2,5
31/1/2020,(DAC) MINDS Training & Development Centre @ Jurong,53,45,1,8
31/1/2020,(DAC) MINDS Training & Development Centre @ Yishun,61,58,1,3
31/1/2020,(DAC) Singapore Cheshire Home,50,25,1,25
31/1/2020,(DAC) St Andrew's Autism Centre (Sengkang),50,28,8,22
31/1/2020,(DAC) SUN-DAC @ Upper Thomson,120,41,2,79
31/1/2020,(DAC) TOUCH Centre for Independent Living - Ubi,50,37,0,13
31/10/2020,(DAC) THK Day Activity Centre @ Chai Chee,50,18,6,32
31/10/2020,(DAC) THK Autism Centre @ Geylang Bahru,66,26,7,40
31/10/2020,(DAC) Bishan Home for the Intellectually Disabled,50,24,0,26
31/10/2020,(DAC) Blue Cross Thong Kheng ASD Day Activity Centre,60,34,14,26
31/10/2020,(DAC) Emmanuel Activity Centre @ Tampines,50,45,6,5
31/10/2020,(DAC) Emmanuel Activity Centre @ Toa Payoh,83,56,19,27
31/10/2020,(DAC) Metta Home @ Hougang,40,30,2,10
31/10/2020,(DAC) Metta Home @ Woodlands,50,28,1,22
31/10/2020,(DAC) MINDS Training & Development Centre @ Eunos,100,70,8,30
31/10/2020,(DAC) MINDS Training & Development Centre @ Yishun,61,62,3,-1
31/10/2020,(DAC) Singapore Cheshire Home,50,23,4,27
31/10/2020,(DAC) TOUCH Centre for Independent Living - Bukit Merah,42,24,3,18
31/10/2020,(DAC) TOUCH Centre for Independent Living - Ubi,50,37,1,13
30/11/2020,(DAC) SUN-DAC @ Upper Thomson,120,37,10,83
30/11/2020,(DAC) Blue Cross Thong Kheng ASD Day Activity Centre,60,34,14,26
30/11/2020,(DAC) Blue Cross Thong Kheng Home,50,31,1,19
30/11/2020,(DAC) MINDS Training & Development Centre @ Ang Mo Kio,55,48,8,7
30/11/2020,(DAC) MINDS Training & Development Centre @ Napiri,50,55,11,-5
30/11/2020,(DAC) MINDS Training & Development Centre @ Tampines,47,53,3,-6
30/11/2020,(DAC) Singapore Cheshire Home,50,22,4,28
30/11/2020,(DAC) SPD Day Activity Centre,91,85,8,6
31/12/2020,(DAC) Bishan Home for the Intellectually Disabled,50,24,0,26
31/12/2020,(DAC) BizLink Day Activity Centre,40,39,7,1
31/12/2020,(DAC) Blue Cross Thong Kheng ASD Day Activity Centre,60,32,13,28
31/12/2020,(DAC) Blue Cross Thong Kheng Home,50,31,1,19
31/12/2020,(DAC) Emmanuel Activity Centre @ Tampines,50,45,7,5
31/12/2020,(DAC) Eden Centre for Adults @ Hougang,40,44,8,-4
31/12/2020,(DAC) MINDS Training & Development Centre @ Jurong,53,48,10,5
31/12/2020,(DAC) MINDS Training & Development Centre @ Napiri,50,55,13,-5
31/12/2020,(DAC) Red Cross Day Activity Centre,50,14,4,36
31/12/2020,(DAC) Singapore Cheshire Home,50,22,5,28
31/12/2020,(DAC) SPD Day Activity Centre,91,86,6,5
31/12/2020,(DAC) St Andrew's Autism Centre (Sengkang),50,34,11,16
31/12/2020,(DAC) St Andrew's Autism Centre (Siglap),73,70,8,3
31/12/2020,(DAC) SUN-DAC @ Upper Thomson,120,39,9,81
31/12/2020,(DAC) TOUCH Centre for Independent Living - Ubi,50,37,1,13
29/2/2020,(DAC) THK Day Activity Centre @ Chai Chee,50,18,4,32
29/2/2020,(DAC) Bishan Home for the Intellectually Disabled,50,25,1,25
29/2/2020,(DAC) Emmanuel Activity Centre @ Tampines,50,46,4,4
29/2/2020,(DAC) MINDS Training & Development Centre @ Clementi,55,48,2,7
29/2/2020,(DAC) MINDS Training & Development Centre @ Faber,41,37,2,4
29/2/2020,(DAC) MINDS Training & Development Centre @ Jurong,53,45,1,8
29/2/2020,(DAC) MINDS Training & Development Centre @ Napiri,50,59,9,-9
29/2/2020,(DAC) MINDS Training & Development Centre @ Tampines,47,51,4,-4
29/2/2020,(DAC) MINDS Training & Development Centre @ Yishun,61,59,0,2
29/2/2020,(DAC) Singapore Cheshire Home,50,24,1,26
29/2/2020,(DAC) St Andrew's Autism Centre (Sengkang),50,28,9,22
29/2/2020,(DAC) SUN-DAC @ Choa Chu Kang,50,49,4,1
29/2/2020,(DAC) SUN-DAC @ Upper Thomson,120,42,1,78
29/2/2020,(DAC) TOUCH Centre for Independent Living - Ubi,50,37,0,13
31/3/2020,(DAC) BizLink Day Activity Centre,40,32,4,8
31/3/2020,(DAC) Blue Cross Thong Kheng ASD Day Activity Centre,60,40,8,20
31/3/2020,(DAC) Blue Cross Thong Kheng Home,50,34,1,16
31/3/2020,(DAC) Cerebral Palsy Alliance Singapore,70,67,0,3
31/3/2020,(DAC) Eden Centre for Adults @ Clementi,40,44,9,-4
31/3/2020,(DAC) MINDS Training & Development Centre @ Clementi,55,49,1,6
31/3/2020,(DAC) MINDS Training & Development Centre @ Faber,41,37,2,4
31/3/2020,(DAC) Singapore Cheshire Home,50,24,1,26
31/3/2020,(DAC) St Andrew's Autism Centre (Sengkang),50,31,8,19
31/3/2020,(DAC) SUN-DAC @ Upper Thomson,120,42,1,78
31/3/2020,(DAC) TOUCH Centre for Independent Living - Bukit Merah,42,23,0,19
31/3/2020,(DAC) TOUCH Centre for Independent Living - Ubi,50,37,0,13
30/4/2020,(DAC) Bishan Home for the Intellectually Disabled,50,24,1,26
30/4/2020,(DAC) Blue Cross Thong Kheng ASD Day Activity Centre,60,41,7,19
30/4/2020,(DAC) Blue Cross Thong Kheng Home,50,34,1,16
30/4/2020,(DAC) Emmanuel Activity Centre @ Tampines,50,46,4,4
30/4/2020,(DAC) MINDS Training & Development Centre @ Ang Mo Kio,55,50,1,5
30/4/2020,(DAC) MINDS Training & Development Centre @ Eunos,100,71,1,29
30/4/2020,(DAC) MINDS Training & Development Centre @ Jurong,53,45,3,8
30/4/2020,(DAC) MINDS Training & Development Centre @ Napiri,50,59,8,-9
30/4/2020,(DAC) MINDS Training & Development Centre @ Tampines,47,51,3,-4
30/4/2020,(DAC) MINDS Training & Development Centre @ Yishun,61,59,0,2
30/4/2020,(DAC) Red Cross Day Activity Centre,50,12,2,38
30/4/2020,(DAC) St Andrew's Autism Centre (Sengkang),50,32,7,18
30/4/2020,(DAC) St Andrew's Autism Centre (Siglap),97,69,4,28
30/4/2020,(DAC) SUN-DAC @ Choa Chu Kang,50,49,3,1
30/4/2020,(DAC) SUN-DAC @ Upper Thomson,120,40,0,80
31/5/2020,(DAC) Emmanuel Activity Centre @ Toa Payoh,83,55,14,28
31/5/2020,(DAC) Bishan Home for the Intellectually Disabled,50,24,1,26
31/5/2020,(DAC) BizLink Day Activity Centre,40,37,2,3
31/5/2020,(DAC) Cerebral Palsy Alliance Singapore,70,67,0,3
31/5/2020,(DAC) Eden Centre for Adults @ Hougang,40,44,3,-4
31/5/2020,(DAC) Metta Home @ Woodlands,50,29,3,21
31/5/2020,(DAC) MINDS Training & Development Centre @ Clementi,55,49,1,6
31/5/2020,(DAC) MINDS Training & Development Centre @ Eunos,100,71,1,29
31/5/2020,(DAC) MINDS Training & Development Centre @ Faber,41,38,1,3
31/5/2020,(DAC) MINDS Training & Development Centre @ Jurong,53,45,3,8
31/5/2020,(DAC) MINDS Training & Development Centre @ Napiri,50,59,8,-9
31/5/2020,(DAC) MINDS Training & Development Centre @ Tampines,47,51,3,-4
31/5/2020,(DAC) MINDS Training & Development Centre @ Yishun,61,59,0,2
31/5/2020,(DAC) Red Cross Day Activity Centre,50,12,2,38
31/5/2020,(DAC) SPD Day Activity Centre,91,84,3,7
31/5/2020,(DAC) TOUCH Centre for Independent Living - Bukit Merah,42,22,0,20
30/6/2020,(DAC) THK Autism Centre @ Geylang Bahru,66,29,3,37
30/6/2020,(DAC) Emmanuel Activity Centre @ Toa Payoh,83,55,14,28
30/6/2020,(DAC) Cerebral Palsy Alliance Singapore,70,67,0,3
30/6/2020,(DAC) Eden Centre for Adults @ Hougang,40,44,3,-4
30/6/2020,(DAC) Metta Home @ Hougang,40,32,1,8
30/6/2020,(DAC) MINDS Training & Development Centre @ Yishun,61,59,2,2
30/6/2020,(DAC) SPD Day Activity Centre,91,82,3,9
30/6/2020,(DAC) St Andrew's Autism Centre (Siglap),73,69,5,4
30/6/2020,(DAC) SUN-DAC @ Upper Thomson,120,39,0,81
30/6/2020,(DAC) TOUCH Centre for Independent Living - Ubi,50,36,0,14
31/7/2020,(DAC) Bishan Home for the Intellectually Disabled,50,24,0,26
31/7/2020,(DAC) Blue Cross Thong Kheng ASD Day Activity Centre,60,41,12,19
31/7/2020,(DAC) Blue Cross Thong Kheng Home,50,33,1,17
31/7/2020,(DAC) Emmanuel Activity Centre @ Toa Payoh,83,55,17,28
31/7/2020,(DAC) Metta Home @ Hougang,40,32,3,8
31/7/2020,(DAC) Metta Home @ Woodlands,50,28,2,22
31/7/2020,(DAC) MINDS Training & Development Centre @ Clementi,55,49,3,6
31/7/2020,(DAC) MINDS Training & Development Centre @ Napiri,50,56,10,-6
31/7/2020,(DAC) MINDS Training & Development Centre @ Tampines,47,52,4,-5
31/7/2020,(DAC) Red Cross Day Activity Centre,50,12,6,38
31/7/2020,(DAC) St Andrew's Autism Centre (Sengkang),50,32,13,18
31/7/2020,(DAC) SUN-DAC @ Bedok,50,45,3,5
31/7/2020,(DAC) SUN-DAC @ Upper Thomson,120,39,6,81
31/7/2020,(DAC) THK Day Activity Centre @ Chai Chee,50,17,6,33
31/7/2020,(DAC) TOUCH Centre for Independent Living - Bukit Merah,42,22,2,20
31/8/2020,(DAC) BizLink Day Activity Centre,40,37,6,3
31/8/2020,(DAC) Emmanuel Activity Centre @ Tampines,50,45,6,5
31/8/2020,(DAC) Emmanuel Activity Centre @ Toa Payoh,83,56,19,27
31/8/2020,(DAC) Cerebral Palsy Alliance Singapore,70,66,1,4
31/8/2020,(DAC) Eden Centre for Adults @ Clementi,40,44,15,-4
31/8/2020,(DAC) Metta Home @ Hougang,40,32,3,8
31/8/2020,(DAC) Metta Home @ Woodlands,50,28,2,22
31/8/2020,(DAC) MINDS Training & Development Centre @ Clementi,55,48,3,7
31/8/2020,(DAC) MINDS Training & Development Centre @ Eunos,100,69,7,31
31/8/2020,(DAC) MINDS Training & Development Centre @ Yishun,61,59,6,2
31/8/2020,(DAC) Red Cross Day Activity Centre,50,12,7,38
31/8/2020,(DAC) SUN-DAC @ Upper Thomson,120,39,6,81
31/8/2020,(DAC) TOUCH Centre for Independent Living - Bukit Merah,42,22,4,20
31/8/2020,(DAC) TOUCH Centre for Independent Living - Ubi,50,36,0,14
30/9/2020,(DAC) Bishan Home for the Intellectually Disabled,50,24,0,26
30/9/2020,(DAC) BizLink Day Activity Centre,40,39,6,1
30/9/2020,(DAC) Emmanuel Activity Centre @ Toa Payoh,83,56,19,27
30/9/2020,(DAC) Eden Centre for Adults @ Hougang,40,44,7,-4
30/9/2020,(DAC) Metta Home @ Hougang,40,32,2,8
30/9/2020,(DAC) Metta Home @ Woodlands,50,28,2,22
30/9/2020,(DAC) MINDS Training & Development Centre @ Clementi,55,48,3,7
30/9/2020,(DAC) MINDS Training & Development Centre @ Napiri,50,56,13,-6
30/9/2020,(DAC) SPD Day Activity Centre,91,82,9,9
30/9/2020,(DAC) St Andrew's Autism Centre (Sengkang),50,33,17,17
30/9/2020,(DAC) St Andrew's Autism Centre (Siglap),73,68,10,5
30/9/2020,(DAC) SUN-DAC @ Choa Chu Kang,50,50,5,0
30/9/2020,(DAC) THK Autism Centre @ Geylang Bahru,66,27,5,39
30/9/2020,(DAC) TOUCH Centre for Independent Living - Bukit Merah,42,23,3,19
31/1/2021,(DAC) Bishan Home for the Intellectually Disabled,50,24,0,26
31/1/2021,(DAC) Blue Cross Thong Kheng ASD Day Activity Centre,60,41,4,19
31/1/2021,(DAC) Emmanuel Activity Centre @ Tampines,50,45,7,5
31/1/2021,(DAC) Emmanuel Activity Centre @ Toa Payoh,83,56,18,27
31/1/2021,(DAC) Cerebral Palsy Alliance Singapore,70,64,1,6
31/1/2021,(DAC) Eden Centre for Adults @ Clementi,40,44,18,-4
31/1/2021,(DAC) Eden Centre for Adults @ Hougang,40,44,8,-4
31/1/2021,(DAC) Metta Home @ Hougang,40,32,0,8
31/1/2021,(DAC) Metta Home @ Woodlands,50,28,2,22
31/1/2021,(DAC) MINDS Training & Development Centre @ Ang Mo Kio,55,51,3,4
31/1/2021,(DAC) MINDS Training & Development Centre @ Clementi,55,50,6,5
31/1/2021,(DAC) MINDS Training & Development Centre @ Jurong,53,49,11,4
31/1/2021,(DAC) MINDS Training & Development Centre @ Napiri,50,57,10,-7
31/1/2021,(DAC) MINDS Training & Development Centre @ Tampines,47,53,2,-6
31/1/2021,(DAC) MINDS Training & Development Centre @ Yishun,61,63,0,-2
31/1/2021,(DAC) Red Cross Day Activity Centre,50,15,1,35
31/1/2021,(DAC) Singapore Cheshire Home,50,23,4,27
31/1/2021,(DAC) St Andrew's Autism Centre (Sengkang),50,41,5,9
31/1/2021,(DAC) SUN-DAC @ Choa Chu Kang,50,51,3,-1
31/1/2021,(DAC) SUN-DAC @ Upper Thomson,120,40,5,80
31/1/2021,(DAC) THK Day Activity Centre @ Chai Chee,50,19,5,31
31/1/2021,(DAC) THK Autism Centre @ Geylang Bahru,66,26,7,40
31/1/2021,(DAC) TOUCH Centre for Independent Living - Ubi,50,37,3,13
31/10/2021,(DAC) BizLink Day Activity Centre,40,38,3,2
31/10/2021,(DAC) Blue Cross Thong Kheng ASD Day Activity Centre,60,34,13,26
31/10/2021,(DAC) Blue Cross Thong Kheng Home,50,31,1,19
31/10/2021,(DAC) Emmanuel Activity Centre @ Toa Payoh,83,60,19,23
31/10/2021,(DAC) Metta Home @ Hougang,40,32,2,8
31/10/2021,(DAC) Metta Home @ Woodlands,50,29,4,21
31/10/2021,(DAC) MINDS Training & Development Centre @ Ang Mo Kio,55,52,4,3
31/10/2021,(DAC) MINDS Training & Development Centre @ Eunos,100,76,4,24
31/10/2021,(DAC) MINDS Training & Development Centre @ Jurong,53,52,18,1
31/10/2021,(DAC) MINDS Training & Development Centre @ Napiri,50,57,11,-7
31/10/2021,(DAC) MINDS Training & Development Centre @ Yishun,61,62,4,-1
31/10/2021,(DAC) Red Cross Day Activity Centre,50,15,5,35
31/10/2021,(DAC) Singapore Cheshire Home,50,24,1,26
31/10/2021,(DAC) SPD Day Activity Centre,91,85,7,6
31/10/2021,(DAC) St Andrew's Autism Centre (Sengkang),50,40,9,10
31/10/2021,(DAC) THK Day Activity Centre @ Chai Chee,50,21,4,29
31/10/2021,(DAC) THK Autism Centre @ Geylang Bahru,66,30,6,36
30/11/2021,(DAC) Emmanuel Activity Centre @ Tampines,50,48,7,2
30/11/2021,(DAC) BizLink Day Activity Centre,40,38,5,2
30/11/2021,(DAC) Blue Cross Thong Kheng ASD Day Activity Centre,60,35,12,25
30/11/2021,(DAC) Cerebral Palsy Alliance Singapore,70,62,6,8
30/11/2021,(DAC) Eden Centre for Adults @ Clementi,40,44,20,-4
30/11/2021,(DAC) Metta Home @ Hougang,40,31,4,9
30/11/2021,(DAC) Metta Home @ Woodlands,50,29,4,21
30/11/2021,(DAC) MINDS Training & Development Centre @ Ang Mo Kio,55,51,3,4
30/11/2021,(DAC) MINDS Training & Development Centre @ Clementi,55,55,9,0
30/11/2021,(DAC) MINDS Training & Development Centre @ Jurong,53,52,18,1
30/11/2021,(DAC) MINDS Training & Development Centre @ Tampines,47,50,4,-3
